customerid,urban,frequency,menu,partysize,monthlybasepayment,tenure,monthlyaddons,rating,churn
cid0007078,0,twice-a-week,convenience,5,222.99001,2,0,2,1
cid0007079,1,twice-a-week,convenience,6,243.99001,24,0,2,0
cid0007080,1,once-a-month,convenience,4,39.990002,5,14,4,0
cid0007081,1,once-a-month,convenience,3,33.990002,11,42,3,0
cid0007082,0,once-a-week,ethnic,4,167.99001,1,0,2,1
cid0007083,0,once-a-month,ethnic,4,47.990002,11,0,5,0
cid0007084,0,once-a-month,convenience,3,33.990002,2,36,5,0
cid0007085,0,twice-a-week,convenience,5,222.99001,39,55,3,0
cid0007086,1,twice-a-week,convenience,5,222.99001,5,0,4,0
cid0007087,1,once-a-month,convenience,5,43.990002,1,0,4,0
cid0007088,1,once-a-month,convenience,3,33.990002,3,10,5,0
cid0007089,0,once-a-month,convenience,4,39.990002,33,22,4,0
cid0007090,1,once-a-month,ethnic,3,40.990002,13,3,5,0
cid0007091,1,once-a-month,convenience,3,33.990002,1,0,3,0
cid0007092,1,once-a-month,convenience,6,47.990002,24,67,4,0
cid0007093,1,once-a-month,convenience,3,33.990002,14,29,5,0
cid0007094,1,once-a-week,convenience,6,170.99001,2,12,5,0
cid0007095,0,once-a-month,ethnic,2,32.990002,18,42,4,0
cid0007096,1,once-a-month,ethnic,3,40.990002,28,0,2,0
cid0007097,1,twice-a-week,ethnic,5,267.98999,11,17,5,0
cid0007098,0,once-a-month,ethnic,6,57.990002,2,25,3,1
cid0007099,0,once-a-month,convenience,4,39.990002,3,0,2,0
cid0007100,1,once-a-month,convenience,6,47.990002,8,36,4,0
cid0007101,0,once-a-week,ethnic,6,204.99001,1,0,2,1
cid0007102,1,once-a-month,convenience,4,39.990002,45,0,3,0
cid0007103,0,once-a-week,convenience,5,155.99001,7,4,4,0
cid0007104,0,twice-a-week,convenience,5,222.99001,2,65,5,0
cid0007105,1,once-a-month,healthy,2,35.990002,16,55,4,0
cid0007106,0,once-a-month,ethnic,6,57.990002,28,20,4,0
cid0007107,0,once-a-month,convenience,2,27.99,1,0,1,0
cid0007108,1,once-a-month,healthy,2,35.990002,8,0,1,0
cid0007109,1,once-a-month,convenience,5,43.990002,18,0,1,0
cid0007110,0,twice-a-week,convenience,5,222.99001,6,0,4,0
cid0007111,1,once-a-week,convenience,2,97.989998,24,0,3,0
cid0007112,1,twice-a-week,convenience,5,222.99001,6,0,2,0
cid0007113,1,once-a-month,convenience,3,33.990002,2,1,4,0
cid0007114,1,once-a-month,convenience,4,39.990002,7,0,3,0
cid0007115,1,once-a-month,convenience,5,43.990002,49,0,4,0
cid0007116,1,once-a-month,convenience,5,43.990002,6,0,3,0
cid0007117,1,once-a-month,ethnic,4,47.990002,4,0,4,0
cid0007118,1,twice-a-week,convenience,2,140.99001,54,0,3,0
cid0007119,1,once-a-month,convenience,4,39.990002,26,0,2,0
cid0007120,1,once-a-month,healthy,3,44.990002,1,47,4,0
cid0007121,0,once-a-week,ethnic,4,167.99001,26,43,2,0
cid0007122,1,once-a-month,convenience,4,39.990002,5,0,1,0
cid0007123,1,once-a-week,convenience,4,139.99001,3,36,4,0
cid0007124,0,once-a-month,convenience,3,33.990002,18,0,3,0
cid0007125,1,once-a-month,ethnic,4,47.990002,16,0,2,0
cid0007126,1,once-a-month,convenience,3,33.990002,28,14,4,0
cid0007127,1,once-a-month,convenience,4,39.990002,2,55,3,0
cid0007128,1,once-a-month,ethnic,3,40.990002,30,42,3,0
cid0007129,0,once-a-month,convenience,6,47.990002,22,48,3,0
cid0007130,0,once-a-week,convenience,5,155.99001,14,0,4,0
cid0007131,0,twice-a-week,convenience,3,172.99001,1,0,2,0
cid0007132,1,once-a-month,convenience,5,43.990002,52,68,5,0
cid0007133,1,once-a-month,convenience,5,43.990002,14,50,4,0
cid0007134,0,twice-a-week,convenience,4,199.99001,4,0,2,0
cid0007135,0,once-a-week,convenience,5,155.99001,37,13,5,0
cid0007136,1,once-a-month,healthy,5,57.990002,2,38,5,0
cid0007137,0,once-a-month,convenience,6,47.990002,15,32,2,0
cid0007138,0,once-a-month,convenience,3,33.990002,4,17,2,0
cid0007139,0,once-a-month,convenience,5,43.990002,3,15,2,0
cid0007140,0,once-a-month,convenience,3,33.990002,4,0,3,0
cid0007141,0,once-a-month,convenience,4,39.990002,3,0,1,1
cid0007142,0,once-a-month,convenience,5,43.990002,10,45,3,0
cid0007143,1,once-a-week,convenience,5,155.99001,6,0,4,0
cid0007144,0,twice-a-week,convenience,3,172.99001,15,0,4,0
cid0007145,1,once-a-month,ethnic,4,47.990002,17,42,4,0
cid0007146,1,twice-a-week,ethnic,5,267.98999,2,49,3,0
cid0007147,1,twice-a-week,ethnic,3,206.99001,1,0,2,0
cid0007148,0,once-a-month,convenience,4,39.990002,2,0,4,0
cid0007149,1,once-a-month,healthy,6,62.990002,5,14,2,0
cid0007150,1,once-a-month,convenience,5,43.990002,3,7,2,0
cid0007151,0,once-a-month,convenience,6,47.990002,3,16,4,0
cid0007152,0,once-a-month,convenience,5,43.990002,1,25,5,0
cid0007153,1,once-a-week,ethnic,4,167.99001,7,0,4,0
cid0007154,0,once-a-month,convenience,2,27.99,45,39,5,0
cid0007155,1,once-a-month,convenience,3,33.990002,35,0,5,0
cid0007156,1,once-a-month,healthy,5,57.990002,25,0,2,1
cid0007157,0,twice-a-week,convenience,4,199.99001,1,0,1,1
cid0007158,1,twice-a-week,ethnic,2,168.99001,17,49,3,0
cid0007159,1,once-a-month,ethnic,2,32.990002,1,0,3,0
cid0007160,1,once-a-month,convenience,4,39.990002,3,0,1,0
cid0007161,1,twice-a-week,convenience,4,199.99001,9,47,3,0
cid0007162,1,once-a-month,ethnic,3,40.990002,24,0,2,0
cid0007163,0,once-a-month,convenience,4,39.990002,2,0,2,1
cid0007164,0,once-a-month,convenience,5,43.990002,8,8,4,0
cid0007165,1,once-a-month,ethnic,5,52.990002,3,67,5,0
cid0007166,1,once-a-week,ethnic,4,167.99001,4,51,3,0
cid0007167,0,twice-a-week,convenience,4,199.99001,2,60,5,0
cid0007168,0,once-a-month,healthy,4,51.990002,28,0,1,0
cid0007169,1,twice-a-week,ethnic,5,267.98999,53,0,3,0
cid0007170,1,once-a-month,convenience,4,39.990002,25,0,2,0
cid0007171,1,twice-a-week,convenience,4,199.99001,11,32,5,0
cid0007172,1,once-a-month,ethnic,5,52.990002,7,43,2,0
cid0007173,1,once-a-month,convenience,4,39.990002,13,5,3,0
cid0007174,1,once-a-month,healthy,4,51.990002,9,0,2,0
cid0007175,1,once-a-month,convenience,3,33.990002,2,0,4,0
cid0007176,0,once-a-month,convenience,4,39.990002,4,0,1,0
cid0007177,0,once-a-month,convenience,3,33.990002,2,6,4,0
cid0007178,0,once-a-month,convenience,3,33.990002,19,48,4,0
cid0007179,1,twice-a-week,ethnic,5,267.98999,6,0,2,0
cid0007180,0,twice-a-week,convenience,4,199.99001,1,25,2,1
cid0007181,1,once-a-month,convenience,3,33.990002,12,0,4,0
cid0007182,0,once-a-month,healthy,5,57.990002,4,0,2,0
cid0007183,1,once-a-month,convenience,3,33.990002,3,44,4,0
cid0007184,0,twice-a-week,convenience,2,140.99001,3,0,1,0
cid0007185,1,once-a-month,convenience,4,39.990002,2,0,3,0
cid0007186,0,once-a-month,convenience,4,39.990002,1,5,4,0
cid0007187,1,once-a-month,convenience,2,27.99,1,60,5,0
cid0007188,1,twice-a-week,ethnic,2,168.99001,4,35,2,0
cid0007189,1,once-a-month,convenience,3,33.990002,2,0,1,1
cid0007190,0,once-a-month,convenience,5,43.990002,2,0,4,0
cid0007191,1,once-a-month,convenience,2,27.99,4,0,4,0
cid0007192,1,once-a-month,convenience,2,27.99,12,4,5,0
cid0007193,1,once-a-month,convenience,5,43.990002,4,36,4,0
cid0007194,0,once-a-month,ethnic,3,40.990002,3,47,2,1
cid0007195,1,once-a-month,convenience,6,47.990002,18,0,2,0
cid0007196,0,twice-a-week,ethnic,4,239.99001,2,0,2,1
cid0007197,0,twice-a-week,convenience,6,243.99001,13,0,2,1
cid0007198,1,once-a-month,convenience,2,27.99,12,0,2,0
cid0007199,1,twice-a-week,convenience,6,243.99001,3,42,3,0
cid0007200,1,once-a-month,convenience,4,39.990002,1,37,2,0
cid0007201,1,once-a-month,convenience,5,43.990002,26,0,1,1
cid0007202,1,once-a-month,convenience,3,33.990002,32,0,2,0
cid0007203,1,once-a-month,ethnic,4,47.990002,5,56,3,0
cid0007204,0,twice-a-week,convenience,5,222.99001,7,0,3,0
cid0007205,1,once-a-week,ethnic,6,204.99001,4,23,2,0
cid0007206,0,once-a-month,convenience,3,33.990002,23,16,4,0
cid0007207,0,once-a-month,convenience,2,27.99,4,22,1,0
cid0007208,1,once-a-week,convenience,6,170.99001,45,25,4,0
cid0007209,1,twice-a-week,ethnic,3,206.99001,30,23,2,0
cid0007210,1,once-a-month,convenience,4,39.990002,2,0,4,0
cid0007211,0,once-a-month,convenience,4,39.990002,17,0,3,0
cid0007212,0,once-a-week,convenience,2,97.989998,3,37,2,0
cid0007213,1,once-a-month,convenience,5,43.990002,4,35,5,0
cid0007214,1,once-a-month,convenience,5,43.990002,13,0,3,0
cid0007215,0,once-a-month,convenience,5,43.990002,1,34,1,1
cid0007216,1,once-a-month,ethnic,5,52.990002,33,5,5,0
cid0007217,1,twice-a-week,healthy,5,289.98999,3,24,4,0
cid0007218,0,once-a-month,healthy,2,35.990002,2,8,4,0
cid0007219,1,once-a-week,convenience,5,155.99001,2,57,4,1
cid0007220,1,once-a-week,convenience,4,139.99001,1,16,3,0
cid0007221,1,once-a-month,healthy,6,62.990002,26,6,2,0
cid0007222,1,once-a-month,ethnic,4,47.990002,14,0,2,0
cid0007223,0,once-a-month,convenience,5,43.990002,14,23,5,0
cid0007224,0,once-a-week,ethnic,6,204.99001,40,0,4,0
cid0007225,0,twice-a-week,convenience,3,172.99001,3,11,3,0
cid0007226,1,once-a-month,convenience,2,27.99,19,29,4,0
cid0007227,1,once-a-month,convenience,5,43.990002,1,55,4,0
cid0007228,0,once-a-month,convenience,5,43.990002,7,20,3,0
cid0007229,1,once-a-month,convenience,5,43.990002,5,19,3,0
cid0007230,0,once-a-month,convenience,6,47.990002,1,63,5,0
cid0007231,1,once-a-month,ethnic,4,47.990002,8,64,5,0
cid0007232,0,once-a-month,convenience,2,27.99,1,20,4,1
cid0007233,1,twice-a-week,healthy,5,289.98999,21,0,1,0
cid0007234,1,once-a-month,convenience,4,39.990002,2,23,3,0
cid0007235,1,once-a-week,ethnic,4,167.99001,8,0,2,0
cid0007236,0,once-a-month,ethnic,3,40.990002,2,0,5,0
cid0007237,1,once-a-month,ethnic,3,40.990002,25,62,5,0
cid0007238,1,once-a-week,ethnic,4,167.99001,2,27,4,0
cid0007239,0,once-a-month,convenience,6,47.990002,16,0,1,1
cid0007240,1,once-a-week,ethnic,5,186.99001,4,45,3,0
cid0007241,1,once-a-month,convenience,2,27.99,3,0,2,0
cid0007242,1,once-a-month,ethnic,5,52.990002,1,0,4,1
cid0007243,1,once-a-month,healthy,4,51.990002,14,31,4,0
cid0007244,1,once-a-month,convenience,4,39.990002,5,36,4,0
cid0007245,1,once-a-week,ethnic,5,186.99001,21,0,1,0
cid0007246,1,once-a-month,convenience,5,43.990002,25,38,4,0
cid0007247,0,once-a-month,convenience,4,39.990002,4,0,1,1
cid0007248,1,once-a-week,convenience,4,139.99001,2,18,2,0
cid0007249,0,once-a-month,convenience,3,33.990002,3,0,1,1
cid0007250,1,once-a-month,convenience,5,43.990002,3,33,3,0
cid0007251,1,twice-a-week,convenience,4,199.99001,31,43,4,0
cid0007252,1,once-a-month,ethnic,3,40.990002,10,51,3,0
cid0007253,1,once-a-week,convenience,3,120.99,16,0,1,0
cid0007254,1,once-a-month,convenience,3,33.990002,35,26,3,0
cid0007255,1,once-a-month,ethnic,4,47.990002,2,2,4,0
cid0007256,0,twice-a-week,convenience,4,199.99001,2,0,1,0
cid0007257,1,once-a-month,ethnic,2,32.990002,9,0,4,0
cid0007258,1,once-a-month,convenience,5,43.990002,2,0,2,0
cid0007259,1,once-a-week,ethnic,5,186.99001,6,42,3,0
cid0007260,0,once-a-week,ethnic,5,186.99001,8,0,1,1
cid0007261,0,twice-a-week,ethnic,4,239.99001,3,6,4,0
cid0007262,0,once-a-week,convenience,4,139.99001,3,0,1,0
cid0007263,0,twice-a-week,convenience,4,199.99001,1,0,5,0
cid0007264,0,once-a-month,convenience,3,33.990002,43,4,2,1
cid0007265,0,once-a-week,convenience,3,120.99,10,0,4,0
cid0007266,1,once-a-month,ethnic,6,57.990002,1,0,1,1
cid0007267,0,once-a-month,convenience,6,47.990002,8,35,3,1
cid0007268,1,twice-a-week,healthy,3,224.99001,2,0,2,0
cid0007269,1,once-a-month,convenience,2,27.99,7,5,4,0
cid0007270,1,twice-a-week,ethnic,2,168.99001,3,0,4,0
cid0007271,1,once-a-month,convenience,3,33.990002,10,30,2,1
cid0007272,0,twice-a-week,ethnic,4,239.99001,19,60,4,0
cid0007273,1,once-a-month,convenience,3,33.990002,17,7,4,0
cid0007274,1,once-a-month,ethnic,4,47.990002,34,0,3,0
cid0007275,1,once-a-month,convenience,6,47.990002,4,0,3,1
cid0007276,1,once-a-month,ethnic,6,57.990002,2,2,4,0
cid0007277,1,once-a-month,convenience,2,27.99,3,19,5,0
cid0007278,0,twice-a-week,healthy,2,182.99001,3,5,3,0
cid0007279,1,once-a-month,convenience,6,47.990002,1,0,1,0
cid0007280,0,once-a-month,convenience,6,47.990002,39,3,3,0
cid0007281,1,once-a-month,convenience,3,33.990002,18,0,1,0
cid0007282,0,once-a-month,convenience,2,27.99,8,42,2,0
cid0007283,1,once-a-month,ethnic,4,47.990002,2,0,3,0
cid0007284,0,once-a-month,convenience,5,43.990002,20,8,4,0
cid0007285,1,twice-a-week,convenience,3,172.99001,3,18,4,0
cid0007286,1,twice-a-week,convenience,4,199.99001,1,0,2,0
cid0007287,0,once-a-month,convenience,4,39.990002,10,43,5,0
cid0007288,0,once-a-month,ethnic,3,40.990002,11,0,1,0
cid0007289,0,twice-a-week,ethnic,3,206.99001,14,0,2,0
cid0007290,0,twice-a-week,convenience,3,172.99001,7,0,1,0
cid0007291,1,once-a-week,ethnic,4,167.99001,3,32,4,0
cid0007292,1,once-a-month,convenience,6,47.990002,1,0,2,1
cid0007293,0,once-a-month,ethnic,2,32.990002,1,0,5,0
cid0007294,0,once-a-month,ethnic,6,57.990002,5,0,3,0
cid0007295,0,once-a-month,convenience,4,39.990002,8,0,1,0
cid0007296,0,once-a-month,convenience,5,43.990002,4,0,2,1
cid0007297,0,once-a-month,convenience,6,47.990002,34,0,4,1
cid0007298,1,twice-a-week,ethnic,5,267.98999,7,37,5,0
cid0007299,0,once-a-month,healthy,6,62.990002,2,0,2,0
cid0007300,1,once-a-month,convenience,5,43.990002,5,62,3,0
cid0007301,1,once-a-week,convenience,6,170.99001,5,0,2,0
cid0007302,0,twice-a-week,healthy,4,259.98999,1,0,2,1
cid0007303,1,once-a-month,convenience,4,39.990002,36,27,4,0
cid0007304,0,once-a-month,convenience,5,43.990002,6,0,2,0
cid0007305,1,once-a-month,ethnic,5,52.990002,3,50,5,0
cid0007306,1,twice-a-week,convenience,4,199.99001,13,0,2,0
cid0007307,1,once-a-month,ethnic,6,57.990002,2,0,3,0
cid0007308,1,once-a-month,convenience,6,47.990002,33,0,2,1
cid0007309,0,twice-a-week,convenience,4,199.99001,5,57,5,0
cid0007310,1,once-a-month,healthy,5,57.990002,15,0,1,0
cid0007311,0,twice-a-week,convenience,4,199.99001,1,53,4,0
cid0007312,0,once-a-month,healthy,2,35.990002,2,0,2,1
cid0007313,1,once-a-week,convenience,3,120.99,9,10,4,0
cid0007314,0,once-a-month,convenience,5,43.990002,26,7,5,0
cid0007315,0,once-a-week,convenience,3,120.99,7,0,2,0
cid0007316,0,once-a-month,convenience,3,33.990002,10,0,1,0
cid0007317,1,once-a-month,ethnic,5,52.990002,1,0,3,1
cid0007318,0,once-a-month,ethnic,2,32.990002,4,27,2,0
cid0007319,0,once-a-week,convenience,3,120.99,2,0,4,0
cid0007320,1,once-a-month,convenience,2,27.99,51,19,3,0
cid0007321,1,twice-a-week,ethnic,3,206.99001,27,19,4,0
cid0007322,0,twice-a-week,convenience,2,140.99001,10,0,2,0
cid0007323,0,twice-a-week,convenience,6,243.99001,18,0,2,0
cid0007324,0,once-a-month,ethnic,5,52.990002,2,0,4,1
cid0007325,0,once-a-month,healthy,4,51.990002,3,0,4,0
cid0007326,0,twice-a-week,convenience,5,222.99001,3,0,1,1
cid0007327,0,twice-a-week,convenience,6,243.99001,14,0,2,0
cid0007328,1,once-a-month,ethnic,3,40.990002,9,38,3,0
cid0007329,0,once-a-month,convenience,6,47.990002,3,54,4,1
cid0007330,0,once-a-month,convenience,2,27.99,2,0,2,0
cid0007331,0,once-a-month,convenience,4,39.990002,5,0,1,1
cid0007332,0,once-a-month,convenience,5,43.990002,2,7,4,0
cid0007333,0,once-a-month,convenience,6,47.990002,6,38,3,0
cid0007334,0,twice-a-week,convenience,4,199.99001,27,0,1,0
cid0007335,0,once-a-month,convenience,4,39.990002,2,0,3,0
cid0007336,0,once-a-month,convenience,5,43.990002,9,0,4,0
cid0007337,1,twice-a-week,convenience,3,172.99001,2,22,2,0
cid0007338,0,twice-a-week,convenience,4,199.99001,21,0,4,0
cid0007339,0,once-a-week,ethnic,4,167.99001,1,59,5,0
cid0007340,1,once-a-month,ethnic,4,47.990002,33,17,3,0
cid0007341,1,once-a-month,ethnic,5,52.990002,34,0,2,1
cid0007342,0,once-a-month,convenience,3,33.990002,3,0,1,1
cid0007343,0,once-a-month,convenience,4,39.990002,12,49,3,1
cid0007344,1,once-a-week,ethnic,5,186.99001,2,0,1,1
cid0007345,0,once-a-month,convenience,4,39.990002,51,21,3,0
cid0007346,1,once-a-month,healthy,5,57.990002,33,1,2,1
cid0007347,1,twice-a-week,convenience,3,172.99001,34,0,1,0
cid0007348,0,once-a-month,convenience,6,47.990002,4,0,3,0
cid0007349,0,once-a-month,ethnic,3,40.990002,9,0,3,0
cid0007350,1,once-a-month,convenience,6,47.990002,35,35,4,1
cid0007351,0,once-a-month,convenience,5,43.990002,38,0,1,0
cid0007352,0,once-a-month,convenience,3,33.990002,2,0,1,1
cid0007353,1,once-a-month,ethnic,4,47.990002,25,45,2,0
cid0007354,0,once-a-month,convenience,3,33.990002,2,2,3,0
cid0007355,1,once-a-month,convenience,3,33.990002,34,27,4,0
cid0007356,1,once-a-week,convenience,5,155.99001,16,37,4,0
cid0007357,1,twice-a-week,healthy,3,224.99001,14,31,3,0
cid0007358,1,once-a-month,convenience,4,39.990002,20,0,2,0
cid0007359,1,once-a-month,ethnic,3,40.990002,16,0,1,0
cid0007360,0,twice-a-week,convenience,4,199.99001,31,38,2,0
cid0007361,1,once-a-month,ethnic,2,32.990002,6,0,1,1
cid0007362,1,once-a-month,convenience,5,43.990002,9,0,2,1
cid0007363,1,once-a-month,convenience,6,47.990002,2,47,4,0
cid0007364,0,once-a-month,ethnic,4,47.990002,16,0,4,0
cid0007365,0,once-a-week,ethnic,2,117.99,2,26,5,0
cid0007366,1,twice-a-week,convenience,3,172.99001,2,47,3,0
cid0007367,0,once-a-month,convenience,4,39.990002,17,0,4,0
cid0007368,1,once-a-month,ethnic,5,52.990002,33,6,3,1
cid0007369,0,twice-a-week,healthy,6,317.98999,3,0,1,0
cid0007370,1,twice-a-week,convenience,6,243.99001,36,28,4,0
cid0007371,0,once-a-month,ethnic,3,40.990002,50,3,3,0
cid0007372,1,once-a-month,convenience,5,43.990002,12,0,2,0
cid0007373,0,once-a-month,convenience,5,43.990002,4,38,2,0
cid0007374,0,once-a-month,healthy,4,51.990002,3,0,1,1
cid0007375,1,once-a-month,convenience,6,47.990002,9,0,3,0
cid0007376,0,twice-a-week,convenience,5,222.99001,1,0,1,0
cid0007377,0,once-a-month,convenience,2,27.99,7,0,3,0
cid0007378,0,once-a-month,convenience,2,27.99,26,33,3,0
cid0007379,1,once-a-week,convenience,4,139.99001,41,26,1,0
cid0007380,1,once-a-month,convenience,6,47.990002,22,35,3,0
cid0007381,0,once-a-month,healthy,2,35.990002,6,2,2,0
cid0007382,1,twice-a-week,healthy,5,289.98999,22,38,3,0
cid0007383,1,twice-a-week,convenience,4,199.99001,1,59,3,0
cid0007384,1,once-a-month,convenience,6,47.990002,2,0,4,0
cid0007385,0,once-a-month,healthy,2,35.990002,29,0,4,0
cid0007386,1,once-a-month,convenience,6,47.990002,3,37,4,0
cid0007387,1,once-a-month,convenience,2,27.99,4,0,3,0
cid0007388,1,once-a-month,convenience,3,33.990002,29,0,2,0
cid0007389,0,once-a-month,convenience,2,27.99,2,0,1,1
cid0007390,0,twice-a-week,ethnic,4,239.99001,6,0,2,0
cid0007391,1,once-a-month,ethnic,5,52.990002,2,0,2,1
cid0007392,1,once-a-month,convenience,4,39.990002,1,0,4,0
cid0007393,0,once-a-month,convenience,3,33.990002,1,0,1,1
cid0007394,1,once-a-month,convenience,2,27.99,3,0,5,0
cid0007395,0,once-a-month,convenience,5,43.990002,19,0,4,0
cid0007396,1,once-a-month,healthy,3,44.990002,14,0,4,0
cid0007397,0,once-a-month,ethnic,5,52.990002,10,46,3,0
cid0007398,1,twice-a-week,convenience,5,222.99001,3,48,5,0
cid0007399,0,once-a-week,convenience,3,120.99,20,0,1,1
cid0007400,1,twice-a-week,convenience,6,243.99001,39,5,1,1
cid0007401,0,once-a-month,ethnic,6,57.990002,9,0,4,1
cid0007402,1,twice-a-week,ethnic,3,206.99001,7,20,3,0
cid0007403,1,once-a-month,convenience,3,33.990002,4,0,3,0
cid0007404,0,once-a-month,convenience,4,39.990002,5,8,2,0
cid0007405,0,once-a-month,healthy,5,57.990002,8,0,5,0
cid0007406,1,once-a-month,convenience,4,39.990002,2,7,5,0
cid0007407,0,once-a-month,convenience,5,43.990002,27,14,2,0
cid0007408,1,twice-a-week,convenience,5,222.99001,9,52,5,0
cid0007409,1,once-a-week,ethnic,6,204.99001,17,59,4,0
cid0007410,1,once-a-month,convenience,5,43.990002,3,0,1,0
cid0007411,1,once-a-month,convenience,5,43.990002,2,0,2,1
cid0007412,1,twice-a-week,convenience,4,199.99001,2,5,4,0
cid0007413,0,once-a-month,convenience,5,43.990002,1,58,5,0
cid0007414,0,twice-a-week,convenience,4,199.99001,30,0,5,0
cid0007415,0,once-a-month,ethnic,2,32.990002,8,0,1,0
cid0007416,1,once-a-month,convenience,4,39.990002,3,13,3,0
cid0007417,0,once-a-week,convenience,6,170.99001,40,0,1,0
cid0007418,1,once-a-month,convenience,4,39.990002,1,51,3,0
cid0007419,0,once-a-month,convenience,4,39.990002,1,45,4,0
cid0007420,1,once-a-month,convenience,5,43.990002,37,0,2,0
cid0007421,1,once-a-month,convenience,2,27.99,2,0,1,0
cid0007422,0,once-a-month,healthy,6,62.990002,4,0,5,0
cid0007423,0,twice-a-week,convenience,5,222.99001,38,0,3,1
cid0007424,1,once-a-week,convenience,5,155.99001,8,28,4,0
cid0007425,1,once-a-month,ethnic,6,57.990002,2,0,2,0
cid0007426,1,once-a-week,ethnic,3,144.99001,13,59,4,0
cid0007427,0,once-a-month,convenience,3,33.990002,18,28,3,0
cid0007428,1,once-a-month,ethnic,2,32.990002,26,52,4,0
cid0007429,1,once-a-month,ethnic,3,40.990002,4,0,3,0
cid0007430,1,twice-a-week,convenience,4,199.99001,1,39,5,0
cid0007431,1,once-a-month,convenience,4,39.990002,1,0,2,0
cid0007432,0,once-a-month,convenience,3,33.990002,27,16,5,0
cid0007433,1,once-a-month,ethnic,5,52.990002,25,21,4,0
cid0007434,1,twice-a-week,healthy,4,259.98999,2,0,3,0
cid0007435,1,twice-a-week,convenience,4,199.99001,5,45,4,0
cid0007436,0,twice-a-week,convenience,5,222.99001,14,32,4,0
cid0007437,1,twice-a-week,convenience,5,222.99001,2,0,3,0
cid0007438,1,once-a-week,convenience,2,97.989998,1,14,4,0
cid0007439,1,once-a-week,convenience,4,139.99001,2,3,4,0
cid0007440,1,once-a-month,ethnic,3,40.990002,2,0,2,0
cid0007441,1,once-a-month,convenience,4,39.990002,2,48,4,0
cid0007442,1,once-a-month,convenience,4,39.990002,6,0,3,0
cid0007443,0,twice-a-week,convenience,2,140.99001,24,0,4,0
cid0007444,1,once-a-month,convenience,5,43.990002,2,0,4,0
cid0007445,1,once-a-week,convenience,5,155.99001,35,0,3,0
cid0007446,1,once-a-month,convenience,3,33.990002,28,22,3,0
cid0007447,0,once-a-month,ethnic,3,40.990002,2,0,1,1
cid0007448,0,once-a-week,convenience,4,139.99001,39,42,4,0
cid0007449,0,once-a-week,convenience,4,139.99001,5,4,2,0
cid0007450,0,once-a-week,ethnic,3,144.99001,38,43,5,0
cid0007451,1,once-a-month,ethnic,5,52.990002,5,31,3,0
cid0007452,1,once-a-week,convenience,6,170.99001,32,22,3,0
cid0007453,0,once-a-week,convenience,2,97.989998,39,0,3,0
cid0007454,0,once-a-month,ethnic,4,47.990002,3,43,3,0
cid0007455,0,twice-a-week,ethnic,6,292.98999,1,25,3,1
cid0007456,0,once-a-month,healthy,3,44.990002,2,0,3,1
cid0007457,1,once-a-week,convenience,3,120.99,31,44,3,0
cid0007458,1,once-a-month,convenience,2,27.99,2,40,4,0
cid0007459,0,once-a-month,healthy,2,35.990002,17,0,1,0
cid0007460,0,once-a-month,ethnic,2,32.990002,3,19,3,0
cid0007461,0,once-a-week,ethnic,2,117.99,8,0,4,0
cid0007462,1,twice-a-week,convenience,4,199.99001,15,40,3,0
cid0007463,1,once-a-month,convenience,3,33.990002,6,58,4,0
cid0007464,1,twice-a-week,convenience,5,222.99001,3,0,3,0
cid0007465,0,once-a-month,healthy,4,51.990002,23,0,4,0
cid0007466,1,twice-a-week,ethnic,4,239.99001,3,52,3,0
cid0007467,0,once-a-month,ethnic,4,47.990002,2,38,3,1
cid0007468,0,once-a-month,convenience,5,43.990002,4,0,1,0
cid0007469,1,once-a-month,convenience,5,43.990002,6,15,4,0
cid0007470,0,once-a-month,convenience,3,33.990002,2,0,4,0
cid0007471,1,once-a-month,convenience,5,43.990002,7,48,1,1
cid0007472,0,twice-a-week,ethnic,3,206.99001,28,35,3,0
cid0007473,1,once-a-week,ethnic,4,167.99001,9,0,3,0
cid0007474,0,once-a-month,convenience,4,39.990002,11,4,5,0
cid0007475,0,once-a-month,ethnic,4,47.990002,2,13,2,1
cid0007476,1,once-a-month,healthy,3,44.990002,2,61,5,0
cid0007477,1,once-a-month,convenience,3,33.990002,8,0,2,0
cid0007478,0,once-a-month,ethnic,2,32.990002,6,7,4,0
cid0007479,1,twice-a-week,convenience,4,199.99001,1,0,4,0
cid0007480,1,once-a-month,convenience,4,39.990002,2,32,4,0
cid0007481,1,twice-a-week,healthy,3,224.99001,36,0,1,0
cid0007482,0,once-a-month,convenience,5,43.990002,19,0,2,0
cid0007483,0,once-a-week,ethnic,4,167.99001,12,0,2,0
cid0007484,0,once-a-month,ethnic,4,47.990002,2,36,3,1
cid0007485,0,once-a-week,ethnic,4,167.99001,4,54,4,0
cid0007486,1,once-a-month,convenience,4,39.990002,36,0,4,0
cid0007487,1,once-a-month,ethnic,5,52.990002,26,0,1,1
cid0007488,1,once-a-month,convenience,4,39.990002,8,30,4,0
cid0007489,0,once-a-month,ethnic,4,47.990002,2,49,4,0
cid0007490,1,twice-a-week,convenience,2,140.99001,8,13,3,0
cid0007491,0,once-a-month,convenience,3,33.990002,1,0,3,1
cid0007492,1,once-a-month,ethnic,5,52.990002,2,27,2,0
cid0007493,1,once-a-month,healthy,5,57.990002,3,0,4,0
cid0007494,1,once-a-month,convenience,5,43.990002,3,12,4,0
